id,number,playlist_id,tvg_id,display_name,group,group_order,fav_order,uri,logo,description,tvg_shift,favorite,user_agent
1222,1222,0,'umar ibn al-khattab s01e16','Umar Ibn Al-Khattab S01E16','TV Series',35,0,'http://akus.my.id/vod3/660?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1223,1223,0,'umar ibn al-khattab s01e17','Umar Ibn Al-Khattab S01E17','TV Series',35,0,'http://akus.my.id/vod3/661?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1224,1224,0,'umar ibn al-khattab s01e18','Umar Ibn Al-Khattab S01E18','TV Series',35,0,'http://akus.my.id/vod3/662?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1225,1225,0,'umar ibn al-khattab s01e19','Umar Ibn Al-Khattab S01E19','TV Series',35,0,'http://akus.my.id/vod3/663?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1226,1226,0,'umar ibn al-khattab s01e20','Umar Ibn Al-Khattab S01E20','TV Series',35,0,'http://akus.my.id/vod3/664?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1227,1227,0,'umar ibn al-khattab s01e21','Umar Ibn Al-Khattab S01E21','TV Series',35,0,'http://akus.my.id/vod3/665?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1228,1228,0,'umar ibn al-khattab s01e22','Umar Ibn Al-Khattab S01E22','TV Series',35,0,'http://akus.my.id/vod3/666?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1229,1229,0,'umar ibn al-khattab s01e23','Umar Ibn Al-Khattab S01E23','TV Series',35,0,'http://akus.my.id/vod3/667?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1230,1230,0,'umar ibn al-khattab s01e24','Umar Ibn Al-Khattab S01E24','TV Series',35,0,'http://akus.my.id/vod3/668?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1231,1231,0,'umar ibn al-khattab s01e25','Umar Ibn Al-Khattab S01E25','TV Series',35,0,'http://akus.my.id/vod3/669?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1232,1232,0,'umar ibn al-khattab s01e26','Umar Ibn Al-Khattab S01E26','TV Series',35,0,'http://akus.my.id/vod3/670?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1233,1233,0,'umar ibn al-khattab s01e27','Umar Ibn Al-Khattab S01E27','TV Series',35,0,'http://akus.my.id/vod3/671?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1234,1234,0,'umar ibn al-khattab s01e28','Umar Ibn Al-Khattab S01E28','TV Series',35,0,'http://akus.my.id/vod3/672?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1235,1235,0,'umar ibn al-khattab s01e29','Umar Ibn Al-Khattab S01E29','TV Series',35,0,'http://akus.my.id/vod3/673?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1236,1236,0,'umar ibn al-khattab s01e30','Umar Ibn Al-Khattab S01E30','TV Series',35,0,'http://akus.my.id/vod3/674?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1237,1237,0,'under the dome s01e01','Under the Dome S01E01','TV Series',35,0,'http://akus.my.id/vod3/675?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1238,1238,0,'under the dome s01e02','Under the Dome S01E02','TV Series',35,0,'http://akus.my.id/vod3/676?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1239,1239,0,'under the dome s01e03','Under the Dome S01E03','TV Series',35,0,'http://akus.my.id/vod3/677?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1240,1240,0,'under the dome s01e04','Under the Dome S01E04','TV Series',35,0,'http://akus.my.id/vod3/678?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1241,1241,0,'under the dome s01e05','Under the Dome S01E05','TV Series',35,0,'http://akus.my.id/vod3/679?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1242,1242,0,'under the dome s01e06','Under the Dome S01E06','TV Series',35,0,'http://akus.my.id/vod3/680?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1243,1243,0,'under the dome s01e07','Under the Dome S01E07','TV Series',35,0,'http://akus.my.id/vod3/681?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1244,1244,0,'under the dome s01e08','Under the Dome S01E08','TV Series',35,0,'http://akus.my.id/vod3/682?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1245,1245,0,'under the dome s01e09','Under the Dome S01E09','TV Series',35,0,'http://akus.my.id/vod3/683?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1246,1246,0,'under the dome s01e10','Under the Dome S01E10','TV Series',35,0,'http://akus.my.id/vod3/684?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1247,1247,0,'under the dome s01e11','Under the Dome S01E11','TV Series',35,0,'http://akus.my.id/vod3/685?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1248,1248,0,'under the dome s01e12','Under the Dome S01E12','TV Series',35,0,'http://akus.my.id/vod3/686?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1249,1249,0,'under the dome s01e13','Under the Dome S01E13','TV Series',35,0,'http://akus.my.id/vod3/687?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1250,1250,0,'under the dome s02e01','Under the Dome S02E01','TV Series',35,0,'http://akus.my.id/vod3/688?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1251,1251,0,'under the dome s02e02','Under the Dome S02E02','TV Series',35,0,'http://akus.my.id/vod3/689?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1252,1252,0,'under the dome s02e03','Under the Dome S02E03','TV Series',35,0,'http://akus.my.id/vod3/690?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1253,1253,0,'under the dome s02e04','Under the Dome S02E04','TV Series',35,0,'http://akus.my.id/vod3/691?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1254,1254,0,'under the dome s02e05','Under the Dome S02E05','TV Series',35,0,'http://akus.my.id/vod3/692?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1255,1255,0,'under the dome s02e06','Under the Dome S02E06','TV Series',35,0,'http://akus.my.id/vod3/693?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1256,1256,0,'under the dome s02e07','Under the Dome S02E07','TV Series',35,0,'http://akus.my.id/vod3/694?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1257,1257,0,'under the dome s02e08','Under the Dome S02E08','TV Series',35,0,'http://akus.my.id/vod3/695?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1258,1258,0,'under the dome s02e09','Under the Dome S02E09','TV Series',35,0,'http://akus.my.id/vod3/696?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1259,1259,0,'under the dome s02e10','Under the Dome S02E10','TV Series',35,0,'http://akus.my.id/vod3/697?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1260,1260,0,'under the dome s02e11','Under the Dome S02E11','TV Series',35,0,'http://akus.my.id/vod3/698?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1261,1261,0,'under the dome s02e12','Under the Dome S02E12','TV Series',35,0,'http://akus.my.id/vod3/699?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1262,1262,0,'under the dome s02e13','Under the Dome S02E13','TV Series',35,0,'http://akus.my.id/vod3/700?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1263,1263,0,'vikings s01e01','Vikings S01E01','TV Series',35,0,'https://cldup.com/u0noac5gAZU/Kfing1.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E01.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1264,1264,0,'vikings s01e02','Vikings S01E02','TV Series',35,0,'https://cldup.com/u0noac5gAZU/31Akx4.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E02.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1265,1265,0,'vikings s01e03','Vikings S01E03','TV Series',35,0,'https://cldup.com/u0noac5gAZU/96e4NG.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E03.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1266,1266,0,'vikings s01e04','Vikings S01E04','TV Series',35,0,'https://cldup.com/u0noac5gAZU/8soF7A.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E04.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1267,1267,0,'vikings s01e05','Vikings S01E05','TV Series',35,0,'https://cldup.com/u0noac5gAZU/PtDeZm.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E05.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1268,1268,0,'vikings s01e06','Vikings S01E06','TV Series',35,0,'https://cldup.com/u0noac5gAZU/EZH18M.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E06.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1269,1269,0,'vikings s01e07','Vikings S01E07','TV Series',35,0,'https://cldup.com/u0noac5gAZU/xgjz3l.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E07.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1270,1270,0,'vikings s01e08','Vikings S01E08','TV Series',35,0,'https://cldup.com/u0noac5gAZU/hD5CUl.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E08.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1271,1271,0,'vikings s01e09','Vikings S01E09','TV Series',35,0,'https://cldup.com/u0noac5gAZU/y40OEk.mp4?download=%5Bfbr.my.iD%5D.Vikings.S01E09.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1272,1272,0,'vikings s02e01','Vikings S02E01','TV Series',35,0,'https://cldup.com/u0noac5gAZU/CZFQv4.mp4?download=filmbluray.iD.Vikings.S02E01.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1273,1273,0,'vikings s02e02','Vikings S02E02','TV Series',35,0,'https://cldup.com/u0noac5gAZU/tK439P.mp4?download=filmbluray.iD.Vikings.S02E02.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1274,1274,0,'vikings s02e03','Vikings S02E03','TV Series',35,0,'https://cldup.com/u0noac5gAZU/OFF8Xn.mp4?download=filmbluray.iD.Vikings.S02E03.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1275,1275,0,'vikings s02e04','Vikings S02E04','TV Series',35,0,'https://cldup.com/u0noac5gAZU/mXnHqG.mp4?download=filmbluray.iD.Vikings.S02E04.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1276,1276,0,'vikings s02e05','Vikings S02E05','TV Series',35,0,'https://cldup.com/u0noac5gAZU/AkB89A.mp4?download=filmbluray.iD.Vikings.S02E05.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1277,1277,0,'vikings s02e06','Vikings S02E06','TV Series',35,0,'https://cldup.com/u0noac5gAZU/ufeN56.mp4?download=filmbluray.iD.Vikings.S02E06.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1278,1278,0,'vikings s02e07','Vikings S02E07','TV Series',35,0,'https://cldup.com/u0noac5gAZU/v7E3jK.mp4?download=filmbluray.iD.Vikings.S02E07.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1279,1279,0,'vikings s02e08','Vikings S02E08','TV Series',35,0,'https://cldup.com/u0noac5gAZU/Aj6kqB.mp4?download=filmbluray.iD.Vikings.S02E08.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1280,1280,0,'vikings s02e09','Vikings S02E09','TV Series',35,0,'https://cldup.com/u0noac5gAZU/KDHawl.mp4?download=filmbluray.iD.Vikings.S02E09.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1281,1281,0,'vikings s02e10','Vikings S02E10','TV Series',35,0,'https://cldup.com/u0noac5gAZU/AePG8b.mp4?download=filmbluray.iD.Vikings.S02E10.mp4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1282,1282,0,'vikings s03e01','Vikings S03E01','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1gOu1kVthgOPEvIqMRSVfv7v2VPwLV4Ub?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1283,1283,0,'vikings s03e02','Vikings S03E02','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1e7WLkY5afsFfIwErb1UEEP0-tpSMuHcV?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1284,1284,0,'vikings s03e03','Vikings S03E03','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1gINj1k-N7Mn28eR8IzXDZb1asG9mv5rC?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1285,1285,0,'vikings s03e04','Vikings S03E04','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1GewP7xmhGxyThtVKjJZ-XI96ZXw2oQtc?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1286,1286,0,'vikings s03e05','Vikings S03E05','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1c5x8N33sSf8SFbzqhF2HqhyO-BOIxapL?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1287,1287,0,'vikings s03e06','Vikings S03E06','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1mp4oUiyEePYcJgbuT8StJVOm3i-aitJ6?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1288,1288,0,'vikings s03e07','Vikings S03E07','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1y7Dw3Wiy0VSnuaqQk03oDQ53G-b6csm8?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1289,1289,0,'vikings s03e08','Vikings S03E08','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1n6C6mqXHIZPlG-mMrzjJkc1360NMIct-?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
1290,1290,0,'vikings s03e09','Vikings S03E09','TV Series',35,0,'https://iix2020.mooo.com/vid/man.php?id=1JXwvdCBfhvov1F7XjYrjhfGhwg2lcner?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','',,0.0,0,''
